ask.fmt,postMarketChangePercent.fmt,averageDailyVolume10Day.raw,marketCap.fmt,financialCurrency,fiftyTwoWeekChangePercent.fmt,fiftyTwoWeekRange.raw,fiftyTwoWeekLow.fmt,regularMarketChangePercent.fmt,Name,market,bidSize.fmt,exchangeDataDelayedBy,sharesOutstanding.longFmt,region,sharesOutstanding.raw,marketCap.raw,fiftyTwoWeekChangePercent.raw,quoteType,hasPrePostMarketData,fiftyTwoWeekLow.raw,fiftyTwoWeekHighChangePercent.raw,message,trailingAnnualDividendYield.raw,twoHundredDayAverageChange.fmt,sourceInterval,fiftyTwoWeekHighChange.fmt,priceHint,earningsTimestampStart.raw,regularMarketDayHigh.fmt,fiftyDayAverageChange.fmt,dividendRate.fmt,epsForward.raw,fiftyTwoWeekLowChangePercent.raw,twoHundredDayAverageChange.raw,askSize.fmt,regularMarketOpen.raw,dividendYield.fmt,forwardPE.raw,fullExchangeName,averageDailyVolume3Month.raw,bookValue.fmt,nameChangeDate,fiftyTwoWeekHighChange.raw,marketState,bookValue.raw,postMarketPrice.fmt,postMarketPrice.raw,earningsTimestampEnd.raw,epsTrailingTwelveMonths.raw,ask.raw,trailingAnnualDividendRate.fmt,fiftyTwoWeekRange.fmt,dividendYield.raw,fiftyDayAverage.fmt,epsCurrentYear.fmt,postMarketChangePercent.raw,dividendDate.longFmt,regularMarketChangePercent.raw,exchangeTimezoneName,header,exchange,bidSize.longFmt,regularMarketDayLow.raw,trailingPE.raw,regularMarketChange.fmt,regularMarketDayLow.fmt,trailingPE.fmt,regularMarketPreviousClose.raw,earningsTimestampEnd.longFmt,meta.amount,tradeable,triggerable,epsForward.fmt,bid.raw,typeDisp,meta.eventType,averageDailyVolume10Day.fmt,regularMarketDayHigh.raw,earningsTimestamp.longFmt,Name,fiftyTwoWeekLowChange.raw,earningsCallTimestampStart.fmt,epsTrailingTwelveMonths.fmt,averageDailyVolume3Month.fmt,messageBoardId,fiftyTwoWeekLowChange.fmt,customPriceAlertConfidence,earningsTimestampEnd.fmt,prevName,regularMarketDayRange.raw,regularMarketPrice.fmt,earningsCallTimestampStart.raw,priceEpsCurrentYear.raw,language,exchangeTimezoneShortName,ipoExpectedDate,forwardPE.fmt,trailingAnnualDividendYield.fmt,meta.dateEpochMs,postMarketTime.fmt,fiftyDayAverageChangePercent.raw,dividendRate.raw,fiftyTwoWeekHighChangePercent.fmt,earningsTimestampStart.longFmt,bid.fmt,postMarketTime.raw,currency,Ticker,regularMarketTime.fmt,earningsTimestampStart.fmt,gmtOffSetMilliseconds,fiftyDayAverage.raw,postMarketChange.fmt,askSize.longFmt,bidSize.raw,regularMarketChange.raw,twoHundredDayAverageChangePercent.fmt,epsCurrentYear.raw,regularMarketPreviousClose.fmt,averageDailyVolume3Month.longFmt,regularMarketOpen.fmt,earningsCallTimestampEnd.raw,earningsTimestamp.raw,askSize.raw,fiftyTwoWeekHigh.fmt,meta.splitRatio,fiftyDayAverageChange.raw,regularMarketVolume.raw,averageDailyVolume10Day.longFmt,twoHundredDayAverageChangePercent.raw,sharesOutstanding.fmt,postMarketChange.raw,fiftyTwoWeekHigh.raw,fiftyTwoWeekLowChangePercent.fmt,twoHundredDayAverage.fmt,averageAnalystRating,earningsCallTimestampEnd.longFmt,firstTradeDateMilliseconds,earningsTimestamp.fmt,earningsCallTimestampEnd.fmt,priceToBook.raw,regularMarketPrice.raw,priceEpsCurrentYear.fmt,cryptoTradeable,regularMarketVolume.fmt,dividendDate.raw,quoteSourceName,earningsCallTimestampStart.longFmt,regularMarketVolume.longFmt,trailingAnnualDividendRate.raw,priceToBook.fmt,twoHundredDayAverage.raw,marketCap.longFmt,regularMarketDayRange.fmt,isEarningsDateEstimate,fiftyDayAverageChangePercent.fmt,regularMarketTime.raw,dividendDate.fmt,displayName
5.90,,107130,101.884B,EUR,15.07%,4.25 - 7.42,4.25,-4.09%,Intesa Sanpaolo S.p.A.,us_market,100,0,"17,386,262,670",US,17386262670.0,101883502592.0,15.065908,EQUITY,False,4.25,-0.21024258,,0.0,-0.56,15,-1.56,2,1778011200.0,6.25,-1.01,0.44,,0.37882355,-0.56344986,"1,500",6.25,7.59%,,OTC Markets OTCPK,187295,4.48,,-1.56,CLOSED,4.484898,,,1778011200.0,0.65,5.9,0.00,4.25 - 7.42,7.59,6.87,,,,-4.091653,America/New_York,,PNK,100,6.25,9.015386,-0.25,6.25,9.02,6.11,2026-05-05T16:00,,False,False,,5.84,Equity,,"107,130",6.25,2026-02-02T16:00,Intesa Sanpaolo S.p.A.,1.6100001,2026-02-02,0.65,"187,295",finmb_661063,1.61,LOW,2026-05-05,,6.25 - 6.25,5.86,1770022800.0,,en-US,EDT,,,0.00%,,,-0.14736348,0.44,-21.02%,2026-05-05T16:00,5.84,,USD,IITSF,4:00PM EDT,2026-05-05,-14400000,6.8728,,"1,500",100,-0.25,-8.77%,,6.11,"187,295",6.25,1770022800.0,1770066000.0,1500.0,7.42,,-1.0127997,350,"107,130",-0.08771764,17.386B,,7.42,37.88%,6.42,,2026-02-02T09:00,1169476200000,2026-02-02,2026-02-02,1.3066072,5.86,,False,350,,Delayed Quote,2026-02-02T09:00,350,0.0,1.31,6.42345,"101,883,502,592",6.25 - 6.25,True,-14.74%,1773432000,,
16.78,-0.00%,17448090,109.623B,BRL,34.25%,10.28 - 17.63,10.28,-2.27%,Petroleo Brasileiro S.A. Petrob,us_market,"8,100",0,"2,723,250,690",US,2723250690.0,109623246848.0,34.245502,EQUITY,True,10.28,-0.048213188,,0.18631333,4.69,15,-0.85,2,1754593200.0,17.18,2.91,1.45,2.46,0.63229585,4.685501,"11,500",17.14,8.63%,6.8211384,NYSE,10757671,6.15,,-0.8499985,CLOSED,6.1484013,16.78,16.7792,1754593200.0,3.12,16.78,3.20,10.28 - 17.63,8.63,13.87,3.10,-0.004774055,2026-06-28T20:00,-2.2714,America/New_York,,NYQ,"8,100",16.76,5.378206,-0.39,16.76,5.38,17.17,2025-08-07T15:00,,False,False,2.46,16.78,Equity,,17.448M,17.18,,Petróleo Brasileiro S.A. - Petrobras,6.500001,2025-11-07,3.12,10.758M,finmb_409268,6.50,LOW,2025-08-07,,16.76 - 17.18,16.78,1762513140.0,5.4101114,en-US,EDT,,6.82,18.63%,,7:46PM EDT,0.21017185,1.45,-4.82%,2025-08-07T15:00,16.78,1773445580.0,USD,PBR-A,4:00PM EDT,2025-08-07,-14400000,13.8658,-0.00,"11,500",8100,-0.389999,38.74%,3.1016,17.17,"10,757,671",17.14,1762513140.0,,11500.0,17.63,,2.9142008,16151200,"17,448,090",0.3874076,2.723B,-0.0008010864,17.63,63.23%,12.09,1.6 - Buy,2025-11-07T10:59,1065533400000,,2025-11-07,2.7291648,16.78,5.41,False,16.151M,1782691200.0,Nasdaq Real Time Price,2025-11-07T10:59,"16,151,200",3.199,2.73,12.0945,"109,623,246,848",16.76 - 17.18,False,21.02%,1773432002,2026-06-28,
153.08,,800,109.321B,JPY,174.80%,38.0 - 190.0,38.00,-1.36%,Advantest Corp.,us_market,100,0,"726,386,328",US,726386328.0,109321142272.0,174.80188,EQUITY,False,38.0,-0.20789474,,0.32116404,43.93,15,-39.50,2,1777060800.0,162.18,-3.37,0.33,,2.9605262,43.930847,200,162.18,0.22%,,OTC Markets OTCPK,790,5.83,,-39.5,CLOSED,5.831971,,,1777060800.0,2.24,153.08,49.00,38.00 - 190.00,0.22,153.87,,,2019-12-01T19:00,-1.3567591,America/New_York,,PNK,100,162.18,67.1875,-2.07,162.18,67.19,152.57,2026-04-24T16:00,,False,False,,141.0,Equity,,800,162.18,2026-01-28T16:00,Advantest Corporation,112.5,2025-04-25,2.24,790,finmb_875505,112.50,LOW,2026-04-24,,162.18 - 162.18,150.50,1745578740.0,,en-US,EDT,,,32.12%,,,-0.021890128,0.33,-20.79%,2026-04-24T16:00,141.00,,USD,ADTTF,4:00PM EDT,2026-04-24,-14400000,153.8682,,200,100,-2.0700073,41.22%,,152.57,790,162.18,1745578740.0,1769634000.0,200.0,190.00,,-3.3681946,100,800,0.41222855,726.386M,,190.0,296.05%,106.57,,2025-04-25T10:59,1234535400000,2026-01-28,2025-04-25,25.806026,150.5,,False,100,1575244800.0,Delayed Quote,2025-04-25T10:59,100,49.0,25.81,106.56915,"109,321,142,272",162.18 - 162.18,True,-2.19%,1773432000,2019-12-01,Advantest
42.70,0.00%,15285710,109.306B,USD,24.88%,25.22 - 42.83,25.22,1.21%,BP p.l.c.,us_market,"3,100",0,"2,561,659,969",US,2561659969.0,109306019840.0,24.881517,EQUITY,True,25.22,-0.0037357847,,0.007827325,8.09,15,-0.16,2,1777379400.0,42.83,5.20,2.00,2.92672,0.69191116,8.094597,"5,100",42.26,4.68%,14.579461,NYSE,10326173,3.45,2026-03-13,-0.16000366,CLOSED,3.449,42.67,42.67,1777379400.0,0.02,42.7,0.33,25.22 - 42.83,4.68,37.47,3.07,0.0,2026-03-26T20:00,1.20967,America/New_York,,NYQ,"3,100",42.04,2133.5,0.51,42.04,"2,133.50",42.16,2026-04-28T08:30,,False,False,2.93,42.68,Equity,,15.286M,42.83,2026-04-28T08:30,BP p.l.c.,17.449999,2026-02-10,0.02,10.326M,finmb_394466,17.45,LOW,2026-04-28,BP PLC,42.04 - 42.83,42.67,1770728400.0,13.881207,en-US,EDT,,14.58,0.78%,,7:59PM EDT,0.13867432,2.0,-0.37%,2026-04-28T08:30,42.68,1773446398.0,USD,BP,4:00PM EDT,2026-04-28,-14400000,37.4734,0.00,"5,100",3100,0.509998,23.41%,3.07394,42.16,"10,326,173",42.26,1770728400.0,1777379400.0,5100.0,42.83,,5.196598,14385766,"15,285,710",0.23411433,2.562B,0.0,42.83,69.19%,34.58,2.8 - Hold,2026-02-10T13:00,-252322200000,2026-04-28,2026-02-10,12.371702,42.67,13.88,False,14.386M,1774569600.0,Delayed Quote,2026-02-10T13:00,"14,385,766",0.33,12.37,34.5754,"109,306,019,840",42.04 - 42.83,False,13.87%,1773432002,2026-03-26,BP p.l.c
302.36,-0.16%,3229050,109.238B,USD,37.98%,161.35 - 412.7,161.35,0.07%,Constellation Energy Corporatio,us_market,1,0,"361,990,335",US,361990335.0,109237821440.0,37.983894,EQUITY,True,161.35,-0.26879093,,0.005143426,-27.84,15,-110.93,2,1778502600.0,308.80,-5.34,1.71,13.61293,0.8702819,-27.840393,1,303.32,0.57%,22.167894,NasdaqGS,3642898,46.48,2026-03-13,-110.93002,CLOSED,46.476,301.30,301.3,1778502600.0,7.39,302.36,1.55,161.35 - 412.70,0.57,307.11,12.07,-0.15574816,2026-03-19T20:00,0.0729568,America/New_York,,NMS,1,298.875,40.83491,0.22,298.88,40.83,301.55,2026-05-11T08:30,,False,True,13.61,301.13,Equity,,3.229M,308.8,2026-02-24T08:30,Constellation Energy Corporation,140.41998,2025-11-07,7.39,3.643M,finmb_3136719,140.42,HIGH,2026-05-11,"Exelon Generation Company, LLC",298.875 - 308.8,301.77,1762527600.0,25.003168,en-US,EDT,,22.17,0.51%,,7:54PM EDT,-0.017380865,1.71,-26.88%,2026-05-11T08:30,301.13,1773446083.0,USD,CEG,4:00PM EDT,2026-05-11,-14400000,307.1078,-0.47,1,1,0.220001,-8.45%,12.06927,301.55,"3,642,898",303.32,1762527600.0,1771939800.0,1.0,412.70,,-5.337799,1987948,"3,229,050",-0.08446455,361.99M,-0.47000122,412.7,87.03%,329.61,1.7 - Buy,2025-11-07T15:00,1642602600000,2026-02-24,2025-11-07,6.493028,301.77,25.00,False,1.988M,1773964800.0,Nasdaq Real Time Price,2025-11-07T15:00,"1,987,948",1.551,6.49,329.61038,"109,237,821,440",298.88 - 308.80,True,-1.74%,1773432002,2026-03-19,Constellation Energy
7.10,,15800,109.127B,USD,27.47%,4.15 - 7.1,4.15,0.00%,BP Plc,us_market,"1,700",0,"15,369,959,813",US,15369959813.0,109126713344.0,27.468586,EQUITY,False,4.15,0.0,,0.046478875,1.38,15,0.00,2,1777406400.0,7.10,0.92,0.33,0.65,0.7108433,1.3790498,"5,119",7.1,4.64%,10.923078,OTC Markets OTCPK,22200,3.45,2026-03-13,0.0,CLOSED,3.449,,,1777406400.0,0.0,7.1,0.33,4.15 - 7.10,4.64,6.18,,,2024-12-19T19:00,0.0,America/New_York,,PNK,"1,700",7.1,,0.00,7.10,,7.1,2026-04-28T16:00,,False,False,0.65,6.85,Equity,,"15,800",7.1,2026-04-28T16:00,BP p.l.c.,2.9499998,2026-02-10,0.00,"22,200",finmb_394466,2.95,LOW,2026-04-28,BP PLC,7.1 - 7.1,7.10,1770728400.0,,en-US,EDT,,10.92,4.65%,,,0.14823556,0.33,0.00%,2026-04-28T16:00,6.85,,USD,BPAQF,4:00PM EDT,2026-04-28,-14400000,6.1834,,"5,119",1700,0.0,24.11%,,7.10,"22,200",7.10,1770728400.0,1777406400.0,5119.0,7.10,,0.91659975,100,"15,800",0.24105258,15.37B,,7.1,71.08%,5.72,,2026-02-10T13:00,1234535400000,2026-04-28,2026-02-10,2.0585678,7.1,,False,100,1734652800.0,Delayed Quote,2026-02-10T13:00,100,0.33,2.06,5.72095,"109,126,713,344",7.10 - 7.10,False,14.82%,1773432000,2024-12-19,
28.35,,1200,108.169B,GBP,35.13%,15.54 - 31.48,15.54,-0.15%,GSK plc,us_market,100,0,"4,006,246,513",US,4006246513.0,108168650752.0,35.13243,EQUITY,False,15.54,-0.14231257,,0.024408285,4.68,15,-4.48,2,1777492800.0,30.15,0.08,0.98,2.2,0.73745173,4.6831493,469,30.15,3.62%,12.272727,OTC Markets OTCPK,2490,5.45,2026-03-13,-4.4799995,CLOSED,5.448543,,,1777492800.0,1.86,28.35,0.66,15.54 - 31.48,3.62,26.92,,,2019-10-09T20:00,-0.14793238,America/New_York,,PNK,100,30.15,14.516129,-0.04,30.15,14.52,27.04,2026-04-29T16:00,,False,False,2.20,25.65,Equity,,"1,200",30.15,2026-04-29T16:00,GSK plc,11.46,2026-02-04,1.86,"2,490",finmb_275442,11.46,LOW,2026-04-29,GlaxoSmithKline plc,30.15 - 30.15,27.00,1770202800.0,,en-US,EDT,,12.27,2.44%,,,0.003016466,0.98,-14.23%,2026-04-29T16:00,25.65,,USD,GLAXF,4:00PM EDT,2026-04-29,-14400000,26.9188,,469,100,-0.040000916,20.98%,,27.04,"2,490",30.15,1770202800.0,1777492800.0,469.0,31.48,,0.081199646,507,"1,200",0.20984812,4.006B,,31.48,73.75%,22.32,,2026-02-04T11:00,1262701800000,2026-04-29,2026-02-04,4.9554534,27.0,,False,507,1570665600.0,Delayed Quote,2026-02-04T11:00,507,0.66,4.96,22.31685,"108,168,650,752",30.15 - 30.15,False,0.30%,1773432000,2019-10-09,GSK
244.45,,3200,108.04B,EUR,-14.80%,233.82 - 376.38,233.82,-4.58%,EssilorLuxottica,us_market,6,0,"463,193,721",US,463193721.0,108039938048.0,-14.799583,EQUITY,False,233.82,-0.38028058,,0.016363934,-78.28,15,-143.13,2,1770843600.0,235.05,-61.31,4.75,,-0.002437804,-78.283905,100,235.05,2.04%,,OTC Markets OTCPK,5876,96.72,,-143.13,CLOSED,96.72413,,,1770843600.0,5.74,244.45,4.00,233.82 - 376.38,2.04,294.56,,,2018-04-29T20:00,-4.5778112,America/New_York,,PNK,6,233.82,40.63589,-11.19,233.82,40.64,244.44,2026-02-11T16:00,,False,False,,233.0,Equity,,"3,200",235.05,2026-02-11T16:00,EssilorLuxottica Société anonyme,-0.5700073,2026-02-11,5.74,"5,876",finmb_433057,-0.57,LOW,2026-02-11,,233.82 - 235.05,233.25,1770831000.0,,en-US,EDT,,,1.64%,,,-0.20814686,4.75,-38.03%,2026-02-11T16:00,233.00,,USD,ESLOF,4:00PM EDT,2026-02-11,-14400000,294.5622,,100,6,-11.190002,-25.13%,,244.44,"5,876",235.05,1770831000.0,1770843600.0,100.0,376.38,,-61.312195,24,"3,200",-0.25128534,463.194M,,376.38,-0.24%,311.53,,2026-02-11T17:30,1287149400000,2026-02-11,2026-02-11,2.4114976,233.25,,False,24,1525046400.0,Delayed Quote,2026-02-11T17:30,24,4.0,2.41,311.5339,"108,039,938,048",233.82 - 235.05,False,-20.81%,1773432000,2018-04-29,
116.74,,136800,107.794B,EUR,-16.30%,116.56 - 186.81,116.56,-3.79%,EssilorLuxottica,us_market,100,0,"926,387,442",US,926387442.0,107794448384.0,-16.304499,EQUITY,False,116.56,-0.37712112,,0.033074252,-39.49,15,-70.45,2,1753718400.0,118.91,-31.19,2.25,4.995,-0.0017158283,-39.492905,597,118.7,1.94%,23.295296,OTC Markets OTCPK,109085,96.72,,-70.45,CLOSED,96.72413,,,1753718400.0,2.87,116.74,4.00,116.56 - 186.81,1.94,147.55,4.47,,2025-06-25T20:00,-3.7870033,America/New_York,,PNK,100,116.56,40.543556,-4.58,116.56,40.54,120.94,2025-07-28T12:00,,False,False,4.99,116.38,Equity,,"136,800",118.91,,EssilorLuxottica Société anonyme,-0.19999695,2025-02-12,2.87,"109,085",finmb_433057,-0.20,LOW,2025-07-28,,116.56 - 118.91,116.36,1739381400.0,26.060469,en-US,EDT,,23.30,3.31%,,,-0.21139455,2.25,-37.71%,2025-07-28T12:00,116.38,,USD,ESLOY,4:00PM EDT,2025-07-28,-14400000,147.5516,,597,100,-4.580002,-25.34%,4.465,120.94,"109,085",118.70,1739381400.0,,597.0,186.81,,-31.191605,15987,"136,800",-0.25339857,926.387M,,186.81,-0.17%,155.85,,2025-02-12T17:30,1201703400000,,2025-02-12,1.203009,116.36,26.06,False,"15,987",1750896000.0,Delayed Quote,2025-02-12T17:30,"15,987",4.0,1.20,155.8529,"107,794,448,384",116.56 - 118.91,False,-21.14%,1773432000,2025-06-25,
53.48,1.05%,5201640,106.947B,GBP,34.86%,32.38 - 61.7,32.38,-1.64%,GSK plc,us_market,300,0,"2,003,123,257",US,2003123257.0,106946748416.0,34.857143,EQUITY,True,32.38,-0.13468398,,0.012159175,8.11,15,-8.31,2,1777465800.0,54.73,-0.81,1.78,5.13335,0.64885724,8.107601,500,54.48,3.34%,10.400616,NYSE,5244303,5.45,2026-03-13,-8.310001,CLOSED,5.448543,53.95,53.95,1777465800.0,3.72,53.48,0.66,32.38 - 61.70,3.34,54.20,4.77,1.0488881,2026-04-08T20:00,-1.63965,America/New_York,,NYQ,300,53.37,14.35215,-0.89,53.37,14.35,54.28,2026-04-29T08:30,,False,False,5.13,53.47,Equity,,5.202M,54.73,2026-04-29T08:30,GSK plc,21.009998,2026-02-04,3.72,5.244M,finmb_275442,21.01,LOW,2026-04-29,GlaxoSmithKline plc,53.37 - 54.73,53.39,1770202800.0,11.189729,en-US,EDT,,10.40,1.22%,,7:56PM EDT,-0.015017327,1.78,-13.47%,2026-04-29T08:30,53.47,1773446161.0,USD,GSK,4:00PM EDT,2026-04-29,-14400000,54.204,0.56,500,300,-0.889999,17.90%,4.77134,54.28,"5,244,303",54.48,1770202800.0,1777465800.0,500.0,61.70,,-0.8139992,4434044,"5,201,640",0.17904532,2.003B,0.5600014,61.7,64.89%,45.28,3.0 - Hold,2026-02-04T11:00,323101800000,2026-04-29,2026-02-04,9.798949,53.39,11.19,False,4.434M,1775692800.0,Delayed Quote,2026-02-04T11:00,"4,434,044",0.66,9.80,45.2824,"106,946,748,416",53.37 - 54.73,False,-1.50%,1773432002,2026-04-08,
515.92,-0.09%,2669920,106.254B,EUR,-14.71%,405.0 - 785.0,405.00,1.27%,Spotify Technology S.A.,us_market,80,0,"205,832,527",US,205832527.0,106253664256.0,-14.707261,EQUITY,True,405.0,-0.34259874,,0.0,-113.76,15,-268.94,2,1777379400.0,519.54,8.65,,18.710558,0.27422222,-113.760864,80,511.68,,27.581219,NYSE,2876138,46.62,,-268.94,CLOSED,46.6173,515.60,515.6,1777379400.0,12.13,515.92,0.00,405.00 - 785.00,,507.41,13.05,-0.08914118,,1.26965,America/New_York,,NYQ,80,506.35,42.544106,6.47,506.35,42.54,509.59,2026-04-28T08:30,,False,False,18.71,513.0,Equity,,2.67M,519.545,2026-02-10T08:30,Spotify Technology S.A.,111.06,2026-02-10,12.13,2.876M,finmb_225595077,111.06,LOW,2026-04-28,,506.35 - 519.545,516.06,1770728400.0,39.556255,en-US,EDT,,27.58,0.00%,,8:00PM EDT,0.017042147,,-34.26%,2026-04-28T08:30,513.00,1773446400.0,USD,SPOT,4:00PM EDT,2026-04-28,-14400000,507.4126,-0.46,80,80,6.47,-18.06%,13.04623,509.59,"2,876,138",511.68,1770728400.0,1770730200.0,80.0,785.00,,8.6474,1162913,"2,669,920",-0.18062416,205.833M,-0.46002197,785.0,27.42%,629.82,1.6 - Buy,2026-02-10T13:00,1522762200000,2026-02-10,2026-02-10,11.07014,516.06,39.56,False,1.163M,,Delayed Quote,2026-02-10T13:00,"1,162,913",0.0,11.07,629.82086,"106,253,664,256",506.35 - 519.54,True,1.70%,1773432002,,Spotify Technology
43.73,0.21%,4861280,105.297B,EUR,-25.95%,43.34 - 59.17,43.34,-0.07%,Sanofi,us_market,20,0,"2,415,078,970",US,2415078970.0,105297436672.0,-25.950443,EQUITY,True,43.34,-0.2631401,,0.09443043,-4.91,15,-15.57,2,1776947400.0,44.14,-3.44,2.20,5.32645,0.0059990385,-4.9094505,20,43.91,5.04%,8.185564,NasdaqGS,4000906,68.09,,-15.57,CLOSED,68.09017,43.69,43.69,1776947400.0,2.32,43.73,4.12,43.34 - 59.17,5.04,47.04,5.01,0.20642237,2025-06-11T20:00,-0.068766,America/New_York,,NMS,20,43.49,18.793104,-0.03,43.49,18.79,43.63,2026-04-23T08:30,,False,True,5.33,43.47,Equity,,4.861M,44.141,2026-04-23T08:30,Sanofi,0.25999832,2026-01-29,2.32,4.001M,finmb_687130,0.26,HIGH,2026-04-23,,43.49 - 44.141,43.60,1769693400.0,8.706192,en-US,EDT,,8.19,9.44%,,7:33PM EDT,-0.073058344,2.2,-26.31%,2026-04-23T08:30,43.47,1773444826.0,USD,SNY,4:00PM EDT,2026-04-23,-14400000,47.0364,0.09,20,20,-0.0300026,-10.12%,5.00793,43.63,"4,000,906",43.91,1769693400.0,1776947400.0,20.0,59.17,,-3.4364014,2752987,"4,861,280",-0.101206064,2.415B,0.09000015,59.17,0.60%,48.51,1.9 - Buy,2026-01-29T13:30,1025530200000,2026-04-23,2026-01-29,0.64032733,43.6,8.71,False,2.753M,1749686400.0,Nasdaq Real Time Price,2026-01-29T13:30,"2,752,987",4.12,0.64,48.50945,"105,297,436,672",43.49 - 44.14,False,-7.31%,1773432001,2025-06-11,
144.57,,70760,105.152B,JPY,156.45%,33.7 - 195.42,33.70,-2.85%,Advantest Corp.,us_market,902,0,"726,386,328",US,726386328.0,105151676416.0,156.45439,EQUITY,False,33.7,-0.25923654,,0.32885906,33.69,15,-50.66,2,1753768800.0,149.53,-12.48,0.32,,3.295549,33.68949,300,149.155,0.22%,,OTC Markets OTCPK,64991,5.83,,-50.660004,CLOSED,5.831971,,,1754287200.0,2.24,144.57,49.00,33.70 - 195.42,0.22,157.24,,,2021-12-07T19:00,-2.8456414,America/New_York,,PNK,902,143.79,64.625,-4.24,143.79,64.62,149.0,2025-08-04T02:00,,False,False,,143.99,Equity,,"70,760",149.53,,Advantest Corporation,111.06,2025-04-25,2.24,"64,991",finmb_875505,111.06,LOW,2025-08-04,,143.79 - 149.53,144.76,1745578740.0,,en-US,EDT,,,32.89%,,,-0.07935748,0.32,-25.92%,2025-07-29T02:00,143.99,,USD,ATEYY,4:00PM EDT,2025-07-29,-14400000,157.238,,300,902,-4.2400055,30.33%,,149.00,"64,991",149.15,1745578740.0,,300.0,195.42,,-12.478012,17566,"70,760",0.30331627,726.386M,,195.42,329.55%,111.07,,2025-04-25T10:59,1000819800000,,2025-04-25,24.821795,144.76,,False,"17,566",1638921600.0,Delayed Quote,2025-04-25T10:59,"17,566",49.0,24.82,111.0705,"105,151,676,416",143.79 - 149.53,False,-7.94%,1773432000,2021-12-07,
734.49,0.26%,950020,104.715B,USD,50.11%,450.13 - 774.0,450.13,-0.35%,Northrop Grumman Corporation,us_market,80,0,"141,921,621",US,141921621.0,104715141120.0,50.11213,EQUITY,True,450.13,-0.052054234,,0.012209697,142.31,15,-40.29,2,1776774600.0,746.89,49.67,9.24,30.03623,0.6299958,142.30676,80,739.95,1.26%,24.4275,NYSE,942041,117.43,,-40.289978,CLOSED,117.425,735.62,735.62,1776774600.0,29.05,734.49,8.99,450.13 - 774.00,1.26,684.04,27.74,0.26031718,2026-03-10T20:00,-0.351754,America/New_York,,NYQ,80,728.3379,25.2568,-2.59,728.34,25.26,736.3,2026-04-21T08:30,,False,False,30.04,728.4,Equity,,"950,020",746.89,2026-01-27T08:30,Northrop Grumman Corporation,283.58002,2026-01-27,29.05,"942,041",finmb_97199,283.58,LOW,2026-04-21,,728.3379 - 746.89,733.71,1769524200.0,26.45224,en-US,EDT,,24.43,1.22%,,7:57PM EDT,0.072614595,9.24,-5.21%,2026-04-21T08:30,728.40,1773446258.0,USD,NOC,4:00PM EDT,2026-04-21,-14400000,684.0388,1.91,80,80,-2.58997,24.06%,27.73716,736.30,"942,041",739.95,1769524200.0,1769520600.0,80.0,774.00,,49.671204,376813,"950,020",0.2406256,141.922M,1.9099731,774.0,63.00%,591.40,2.2 - Buy,2026-01-27T14:30,378657000000,2026-01-27,2026-01-27,6.2483287,733.71,26.45,False,"376,813",1773187200.0,Delayed Quote,2026-01-27T14:30,"376,813",8.99,6.25,591.40326,"104,715,141,120",728.34 - 746.89,True,7.26%,1773432002,2026-03-10,Northrop Grumman
182.54,,820,104.05B,EUR,-4.49%,149.58 - 227.77,149.58,-2.07%,Compagnie Financiere Richemont ,us_market,200,0,"534,182,089",US,534182089.0,104049917952.0,-4.489249,EQUITY,False,149.58,-0.23615931,,0.017675206,-19.12,15,-53.79,2,1779480000.0,177.50,-27.39,3.77,7.26,0.16312337,-19.121002,100,177.5,2.17%,23.964186,OTC Markets OTCPK,970,43.50,,-53.79001,CLOSED,43.50103,,,1779480000.0,7.5,182.54,3.14,149.58 - 227.77,2.17,201.37,,,2017-09-21T20:00,-2.0658588,America/New_York,,PNK,200,175.0,23.197332,-3.67,175.00,23.20,177.65,2026-05-22T16:00,,False,False,7.26,173.94,Equity,,820,177.5,2026-05-22T16:00,Compagnie Financière Richemont SA,24.399994,2025-11-14,7.50,970,finmb_877159,24.40,LOW,2026-05-22,,175.0 - 177.5,173.98,1763109000.0,,en-US,EDT,,23.96,1.77%,,,-0.136026,3.77,-23.62%,2026-05-22T16:00,173.94,,USD,CFRHF,4:00PM EDT,2026-05-22,-14400000,201.3718,,100,200,-3.6699982,-9.90%,,177.65,970,177.50,1763109000.0,1779480000.0,100.0,227.77,,-27.3918,30,820,-0.099020734,534.182M,,227.77,16.31%,193.10,,2025-11-14T08:30,1226500200000,2026-05-22,2025-11-14,3.9994454,173.98,,False,30,1506038400.0,Delayed Quote,2025-11-14T08:30,30,3.14,4.00,193.101,"104,049,917,952",175.00 - 177.50,False,-13.60%,1773432000,2017-09-21,
